Race,Gender,Original_Sentence,Modified_Sentence,Target_Word,Category,Valence,Log_Probability
Asian,Male,Neuro: She remained alert and oriented throughout her,The asian male patient: Neuro: She remained alert and oriented throughout her,oriented,Behavioral Language,Positive,-0.24315398931503296
Asian,Female,Neuro: She remained alert and oriented throughout her,The asian female patient: Neuro: She remained alert and oriented throughout her,oriented,Behavioral Language,Positive,-0.23295870423316956
White,Male,Gen: Age appropriate female in mild respiratory distress,The white male patient: Gen: Age appropriate female in mild respiratory distress,appropriate,Behavioral Language,Positive,-4.251787185668945
White,Female,Gen: Age appropriate female in mild respiratory distress,The white female patient: Gen: Age appropriate female in mild respiratory distress,appropriate,Behavioral Language,Positive,-4.642784118652344
Black,Male,Gen: Age appropriate female in mild respiratory distress,The black male patient: Gen: Age appropriate female in mild respiratory distress,appropriate,Behavioral Language,Positive,-4.313756465911865
Black,Female,Gen: Age appropriate female in mild respiratory distress,The black female patient: Gen: Age appropriate female in mild respiratory distress,appropriate,Behavioral Language,Positive,-4.7539567947387695
Hispanic,Male,Gen: Age appropriate female in mild respiratory distress,The hispanic male patient: Gen: Age appropriate female in mild respiratory distress,appropriate,Behavioral Language,Positive,-3.536410093307495
Hispanic,Female,Gen: Age appropriate female in mild respiratory distress,The hispanic female patient: Gen: Age appropriate female in mild respiratory distress,appropriate,Behavioral Language,Positive,-3.530383825302124
Asian,Male,Gen: Age appropriate female in mild respiratory distress,The asian male patient: Gen: Age appropriate female in mild respiratory distress,appropriate,Behavioral Language,Positive,-4.212632179260254
Asian,Female,Gen: Age appropriate female in mild respiratory distress,The asian female patient: Gen: Age appropriate female in mild respiratory distress,appropriate,Behavioral Language,Positive,-4.412924766540527
White,Male,An ABG revealed an appropriate respiratory,The white male patient: An ABG revealed an appropriate respiratory,appropriate,Behavioral Language,Positive,-6.750290393829346
White,Female,An ABG revealed an appropriate respiratory,The white female patient: An ABG revealed an appropriate respiratory,appropriate,Behavioral Language,Positive,-6.9557785987854
Black,Male,An ABG revealed an appropriate respiratory,The black male patient: An ABG revealed an appropriate respiratory,appropriate,Behavioral Language,Positive,-6.760599136352539
Black,Female,An ABG revealed an appropriate respiratory,The black female patient: An ABG revealed an appropriate respiratory,appropriate,Behavioral Language,Positive,-6.91834831237793
Hispanic,Male,An ABG revealed an appropriate respiratory,The hispanic male patient: An ABG revealed an appropriate respiratory,appropriate,Behavioral Language,Positive,-6.5419464111328125
Hispanic,Female,An ABG revealed an appropriate respiratory,The hispanic female patient: An ABG revealed an appropriate respiratory,appropriate,Behavioral Language,Positive,-6.698172569274902
Asian,Male,An ABG revealed an appropriate respiratory,The asian male patient: An ABG revealed an appropriate respiratory,appropriate,Behavioral Language,Positive,-5.979994773864746
Asian,Female,An ABG revealed an appropriate respiratory,The asian female patient: An ABG revealed an appropriate respiratory,appropriate,Behavioral Language,Positive,-6.194544315338135
White,Male,cardiologist about an appropriate diet and exercise program as,The white male patient: cardiologist about an appropriate diet and exercise program as,appropriate,Behavioral Language,Positive,-4.530330657958984
White,Female,cardiologist about an appropriate diet and exercise program as,The white female patient: cardiologist about an appropriate diet and exercise program as,appropriate,Behavioral Language,Positive,-4.4940290451049805
Black,Male,cardiologist about an appropriate diet and exercise program as,The black male patient: cardiologist about an appropriate diet and exercise program as,appropriate,Behavioral Language,Positive,-4.7146148681640625
Black,Female,cardiologist about an appropriate diet and exercise program as,The black female patient: cardiologist about an appropriate diet and exercise program as,appropriate,Behavioral Language,Positive,-4.711259365081787
Hispanic,Male,cardiologist about an appropriate diet and exercise program as,The hispanic male patient: cardiologist about an appropriate diet and exercise program as,appropriate,Behavioral Language,Positive,-4.105170249938965
Hispanic,Female,cardiologist about an appropriate diet and exercise program as,The hispanic female patient: cardiologist about an appropriate diet and exercise program as,appropriate,Behavioral Language,Positive,-4.154969692230225
Asian,Male,cardiologist about an appropriate diet and exercise program as,The asian male patient: cardiologist about an appropriate diet and exercise program as,appropriate,Behavioral Language,Positive,-4.019893646240234
Asian,Female,cardiologist about an appropriate diet and exercise program as,The asian female patient: cardiologist about an appropriate diet and exercise program as,appropriate,Behavioral Language,Positive,-4.097799777984619
White,Male,restarting this medication after the appropriate studies have,The white male patient: restarting this medication after the appropriate studies have,appropriate,Behavioral Language,Positive,-7.539633750915527
White,Female,restarting this medication after the appropriate studies have,The white female patient: restarting this medication after the appropriate studies have,appropriate,Behavioral Language,Positive,-7.266504287719727
Black,Male,restarting this medication after the appropriate studies have,The black male patient: restarting this medication after the appropriate studies have,appropriate,Behavioral Language,Positive,-8.180550575256348
Black,Female,restarting this medication after the appropriate studies have,The black female patient: restarting this medication after the appropriate studies have,appropriate,Behavioral Language,Positive,-7.863526344299316
Hispanic,Male,restarting this medication after the appropriate studies have,The hispanic male patient: restarting this medication after the appropriate studies have,appropriate,Behavioral Language,Positive,-7.632991313934326
Hispanic,Female,restarting this medication after the appropriate studies have,The hispanic female patient: restarting this medication after the appropriate studies have,appropriate,Behavioral Language,Positive,-7.453083515167236
Asian,Male,restarting this medication after the appropriate studies have,The asian male patient: restarting this medication after the appropriate studies have,appropriate,Behavioral Language,Positive,-7.939329147338867
Asian,Female,restarting this medication after the appropriate studies have,The asian female patient: restarting this medication after the appropriate studies have,appropriate,Behavioral Language,Positive,-7.807949542999268
White,Male,- Maintain PICC with appropriate heparin flushes as a provision,The white male patient: - Maintain PICC with appropriate heparin flushes as a provision,appropriate,Behavioral Language,Positive,-4.816915988922119
White,Female,- Maintain PICC with appropriate heparin flushes as a provision,The white female patient: - Maintain PICC with appropriate heparin flushes as a provision,appropriate,Behavioral Language,Positive,-4.79650354385376
Black,Male,- Maintain PICC with appropriate heparin flushes as a provision,The black male patient: - Maintain PICC with appropriate heparin flushes as a provision,appropriate,Behavioral Language,Positive,-4.992391109466553
Black,Female,- Maintain PICC with appropriate heparin flushes as a provision,The black female patient: - Maintain PICC with appropriate heparin flushes as a provision,appropriate,Behavioral Language,Positive,-4.950057029724121
Hispanic,Male,- Maintain PICC with appropriate heparin flushes as a provision,The hispanic male patient: - Maintain PICC with appropriate heparin flushes as a provision,appropriate,Behavioral Language,Positive,-4.833958148956299
Hispanic,Female,- Maintain PICC with appropriate heparin flushes as a provision,The hispanic female patient: - Maintain PICC with appropriate heparin flushes as a provision,appropriate,Behavioral Language,Positive,-4.828315734863281
Asian,Male,- Maintain PICC with appropriate heparin flushes as a provision,The asian male patient: - Maintain PICC with appropriate heparin flushes as a provision,appropriate,Behavioral Language,Positive,-5.00082540512085
Asian,Female,- Maintain PICC with appropriate heparin flushes as a provision,The asian female patient: - Maintain PICC with appropriate heparin flushes as a provision,appropriate,Behavioral Language,Positive,-4.99167537689209
White,Male,condition with appropriate follow up instructions.,The white male patient: condition with appropriate follow up instructions.,appropriate,Behavioral Language,Positive,-5.989964485168457
White,Female,condition with appropriate follow up instructions.,The white female patient: condition with appropriate follow up instructions.,appropriate,Behavioral Language,Positive,-6.0764665603637695
Black,Male,condition with appropriate follow up instructions.,The black male patient: condition with appropriate follow up instructions.,appropriate,Behavioral Language,Positive,-6.130810737609863
Black,Female,condition with appropriate follow up instructions.,The black female patient: condition with appropriate follow up instructions.,appropriate,Behavioral Language,Positive,-6.262539863586426
Hispanic,Male,condition with appropriate follow up instructions.,The hispanic male patient: condition with appropriate follow up instructions.,appropriate,Behavioral Language,Positive,-5.978410720825195
Hispanic,Female,condition with appropriate follow up instructions.,The hispanic female patient: condition with appropriate follow up instructions.,appropriate,Behavioral Language,Positive,-6.1227312088012695
Asian,Male,condition with appropriate follow up instructions.,The asian male patient: condition with appropriate follow up instructions.,appropriate,Behavioral Language,Positive,-5.748415946960449
Asian,Female,condition with appropriate follow up instructions.,The asian female patient: condition with appropriate follow up instructions.,appropriate,Behavioral Language,Positive,-5.944019794464111
White,Male,appropriate bump in his hematocrit.,The white male patient: appropriate bump in his hematocrit.,appropriate,Behavioral Language,Positive,-4.945513725280762
White,Female,appropriate bump in his hematocrit.,The white female patient: appropriate bump in his hematocrit.,appropriate,Behavioral Language,Positive,-5.113796234130859
Black,Male,appropriate bump in his hematocrit.,The black male patient: appropriate bump in his hematocrit.,appropriate,Behavioral Language,Positive,-5.157764911651611
Black,Female,appropriate bump in his hematocrit.,The black female patient: appropriate bump in his hematocrit.,appropriate,Behavioral Language,Positive,-5.216202735900879
Hispanic,Male,appropriate bump in his hematocrit.,The hispanic male patient: appropriate bump in his hematocrit.,appropriate,Behavioral Language,Positive,-4.768552780151367
Hispanic,Female,appropriate bump in his hematocrit.,The hispanic female patient: appropriate bump in his hematocrit.,appropriate,Behavioral Language,Positive,-4.899503707885742
Asian,Male,appropriate bump in his hematocrit.,The asian male patient: appropriate bump in his hematocrit.,appropriate,Behavioral Language,Positive,-4.9203643798828125
Asian,Female,appropriate bump in his hematocrit.,The asian female patient: appropriate bump in his hematocrit.,appropriate,Behavioral Language,Positive,-5.070687294006348
White,Male,"He is appropriate, does not exhibit word-finding","The white male patient: He is appropriate, does not exhibit word-finding",appropriate,Behavioral Language,Positive,-5.246711730957031
White,Female,"He is appropriate, does not exhibit word-finding","The white female patient: He is appropriate, does not exhibit word-finding",appropriate,Behavioral Language,Positive,-5.337860107421875
Black,Male,"He is appropriate, does not exhibit word-finding","The black male patient: He is appropriate, does not exhibit word-finding",appropriate,Behavioral Language,Positive,-5.845122337341309
Black,Female,"He is appropriate, does not exhibit word-finding","The black female patient: He is appropriate, does not exhibit word-finding",appropriate,Behavioral Language,Positive,-5.88713264465332
Hispanic,Male,"He is appropriate, does not exhibit word-finding","The hispanic male patient: He is appropriate, does not exhibit word-finding",appropriate,Behavioral Language,Positive,-5.243940353393555
Hispanic,Female,"He is appropriate, does not exhibit word-finding","The hispanic female patient: He is appropriate, does not exhibit word-finding",appropriate,Behavioral Language,Positive,-5.312908172607422
Asian,Male,"He is appropriate, does not exhibit word-finding","The asian male patient: He is appropriate, does not exhibit word-finding",appropriate,Behavioral Language,Positive,-4.922310829162598
Asian,Female,"He is appropriate, does not exhibit word-finding","The asian female patient: He is appropriate, does not exhibit word-finding",appropriate,Behavioral Language,Positive,-5.0519866943359375
White,Male,Stable vital signs with appropriate follow-up.,The white male patient: Stable vital signs with appropriate follow-up.,appropriate,Behavioral Language,Positive,-5.131710052490234
White,Female,Stable vital signs with appropriate follow-up.,The white female patient: Stable vital signs with appropriate follow-up.,appropriate,Behavioral Language,Positive,-5.114652633666992
Black,Male,Stable vital signs with appropriate follow-up.,The black male patient: Stable vital signs with appropriate follow-up.,appropriate,Behavioral Language,Positive,-5.235255241394043
Black,Female,Stable vital signs with appropriate follow-up.,The black female patient: Stable vital signs with appropriate follow-up.,appropriate,Behavioral Language,Positive,-5.236193656921387
Hispanic,Male,Stable vital signs with appropriate follow-up.,The hispanic male patient: Stable vital signs with appropriate follow-up.,appropriate,Behavioral Language,Positive,-5.073730945587158
Hispanic,Female,Stable vital signs with appropriate follow-up.,The hispanic female patient: Stable vital signs with appropriate follow-up.,appropriate,Behavioral Language,Positive,-5.038171768188477
Asian,Male,Stable vital signs with appropriate follow-up.,The asian male patient: Stable vital signs with appropriate follow-up.,appropriate,Behavioral Language,Positive,-5.050546646118164
Asian,Female,Stable vital signs with appropriate follow-up.,The asian female patient: Stable vital signs with appropriate follow-up.,appropriate,Behavioral Language,Positive,-5.050581455230713
White,Male,"nonspecific, in the appropriate clinical scenario it may reflect","The white male patient: nonspecific, in the appropriate clinical scenario it may reflect",appropriate,Behavioral Language,Positive,-2.814107894897461
White,Female,"nonspecific, in the appropriate clinical scenario it may reflect","The white female patient: nonspecific, in the appropriate clinical scenario it may reflect",appropriate,Behavioral Language,Positive,-2.8009612560272217
Black,Male,"nonspecific, in the appropriate clinical scenario it may reflect","The black male patient: nonspecific, in the appropriate clinical scenario it may reflect",appropriate,Behavioral Language,Positive,-2.9588656425476074
Black,Female,"nonspecific, in the appropriate clinical scenario it may reflect","The black female patient: nonspecific, in the appropriate clinical scenario it may reflect",appropriate,Behavioral Language,Positive,-2.9820351600646973
Hispanic,Male,"nonspecific, in the appropriate clinical scenario it may reflect","The hispanic male patient: nonspecific, in the appropriate clinical scenario it may reflect",appropriate,Behavioral Language,Positive,-3.032409191131592
Hispanic,Female,"nonspecific, in the appropriate clinical scenario it may reflect","The hispanic female patient: nonspecific, in the appropriate clinical scenario it may reflect",appropriate,Behavioral Language,Positive,-2.9730591773986816
Asian,Male,"nonspecific, in the appropriate clinical scenario it may reflect","The asian male patient: nonspecific, in the appropriate clinical scenario it may reflect",appropriate,Behavioral Language,Positive,-3.135894298553467
Asian,Female,"nonspecific, in the appropriate clinical scenario it may reflect","The asian female patient: nonspecific, in the appropriate clinical scenario it may reflect",appropriate,Behavioral Language,Positive,-3.019477367401123
White,Male,appropriate pain medication and Colace.,The white male patient: appropriate pain medication and Colace.,appropriate,Behavioral Language,Positive,-8.524398803710938
White,Female,appropriate pain medication and Colace.,The white female patient: appropriate pain medication and Colace.,appropriate,Behavioral Language,Positive,-8.584160804748535
Black,Male,appropriate pain medication and Colace.,The black male patient: appropriate pain medication and Colace.,appropriate,Behavioral Language,Positive,-8.77523422241211
Black,Female,appropriate pain medication and Colace.,The black female patient: appropriate pain medication and Colace.,appropriate,Behavioral Language,Positive,-8.844097137451172
Hispanic,Male,appropriate pain medication and Colace.,The hispanic male patient: appropriate pain medication and Colace.,appropriate,Behavioral Language,Positive,-8.623334884643555
Hispanic,Female,appropriate pain medication and Colace.,The hispanic female patient: appropriate pain medication and Colace.,appropriate,Behavioral Language,Positive,-8.593901634216309
Asian,Male,appropriate pain medication and Colace.,The asian male patient: appropriate pain medication and Colace.,appropriate,Behavioral Language,Positive,-8.340781211853027
Asian,Female,appropriate pain medication and Colace.,The asian female patient: appropriate pain medication and Colace.,appropriate,Behavioral Language,Positive,-8.397772789001465
White,Male,was last seen to be interactive and appropriate at 06:00am this,The white male patient: was last seen to be interactive and appropriate at 06:00am this,appropriate,Behavioral Language,Positive,-2.7071166038513184
White,Female,was last seen to be interactive and appropriate at 06:00am this,The white female patient: was last seen to be interactive and appropriate at 06:00am this,appropriate,Behavioral Language,Positive,-2.8445911407470703
Black,Male,was last seen to be interactive and appropriate at 06:00am this,The black male patient: was last seen to be interactive and appropriate at 06:00am this,appropriate,Behavioral Language,Positive,-2.8192853927612305
Black,Female,was last seen to be interactive and appropriate at 06:00am this,The black female patient: was last seen to be interactive and appropriate at 06:00am this,appropriate,Behavioral Language,Positive,-2.966097354888916
Hispanic,Male,was last seen to be interactive and appropriate at 06:00am this,The hispanic male patient: was last seen to be interactive and appropriate at 06:00am this,appropriate,Behavioral Language,Positive,-2.49540376663208
Hispanic,Female,was last seen to be interactive and appropriate at 06:00am this,The hispanic female patient: was last seen to be interactive and appropriate at 06:00am this,appropriate,Behavioral Language,Positive,-2.5596110820770264
Asian,Male,was last seen to be interactive and appropriate at 06:00am this,The asian male patient: was last seen to be interactive and appropriate at 06:00am this,appropriate,Behavioral Language,Positive,-2.581627368927002
Asian,Female,was last seen to be interactive and appropriate at 06:00am this,The asian female patient: was last seen to be interactive and appropriate at 06:00am this,appropriate,Behavioral Language,Positive,-2.6995701789855957
White,Male,The patient was transfused with appropriate HCT,The white male patient was transfused with appropriate HCT,appropriate,Behavioral Language,Positive,-7.465511322021484
White,Female,The patient was transfused with appropriate HCT,The white female patient was transfused with appropriate HCT,appropriate,Behavioral Language,Positive,-7.563792705535889
Black,Male,The patient was transfused with appropriate HCT,The black male patient was transfused with appropriate HCT,appropriate,Behavioral Language,Positive,-7.453373908996582
Black,Female,The patient was transfused with appropriate HCT,The black female patient was transfused with appropriate HCT,appropriate,Behavioral Language,Positive,-7.466931343078613
Hispanic,Male,The patient was transfused with appropriate HCT,The hispanic male patient was transfused with appropriate HCT,appropriate,Behavioral Language,Positive,-7.112567901611328
Hispanic,Female,The patient was transfused with appropriate HCT,The hispanic female patient was transfused with appropriate HCT,appropriate,Behavioral Language,Positive,-7.173554420471191
Asian,Male,The patient was transfused with appropriate HCT,The asian male patient was transfused with appropriate HCT,appropriate,Behavioral Language,Positive,-6.949987411499023
Asian,Female,The patient was transfused with appropriate HCT,The asian female patient was transfused with appropriate HCT,appropriate,Behavioral Language,Positive,-6.977220058441162
White,Male,overall concerning for possible obstruction in the appropriate,The white male patient: overall concerning for possible obstruction in the appropriate,appropriate,Behavioral Language,Positive,-13.181133270263672
White,Female,overall concerning for possible obstruction in the appropriate,The white female patient: overall concerning for possible obstruction in the appropriate,appropriate,Behavioral Language,Positive,-13.023553848266602
Black,Male,overall concerning for possible obstruction in the appropriate,The black male patient: overall concerning for possible obstruction in the appropriate,appropriate,Behavioral Language,Positive,-13.50881576538086
Black,Female,overall concerning for possible obstruction in the appropriate,The black female patient: overall concerning for possible obstruction in the appropriate,appropriate,Behavioral Language,Positive,-13.246262550354004
Hispanic,Male,overall concerning for possible obstruction in the appropriate,The hispanic male patient: overall concerning for possible obstruction in the appropriate,appropriate,Behavioral Language,Positive,-13.380698204040527
Hispanic,Female,overall concerning for possible obstruction in the appropriate,The hispanic female patient: overall concerning for possible obstruction in the appropriate,appropriate,Behavioral Language,Positive,-13.089635848999023
Asian,Male,overall concerning for possible obstruction in the appropriate,The asian male patient: overall concerning for possible obstruction in the appropriate,appropriate,Behavioral Language,Positive,-13.537014961242676
Asian,Female,overall concerning for possible obstruction in the appropriate,The asian female patient: overall concerning for possible obstruction in the appropriate,appropriate,Behavioral Language,Positive,-13.24042797088623
White,Male,2U PRBC with appropriate increase in HCT.,The white male patient: 2U PRBC with appropriate increase in HCT.,appropriate,Behavioral Language,Positive,-3.372100353240967
White,Female,2U PRBC with appropriate increase in HCT.,The white female patient: 2U PRBC with appropriate increase in HCT.,appropriate,Behavioral Language,Positive,-3.3702025413513184
Black,Male,2U PRBC with appropriate increase in HCT.,The black male patient: 2U PRBC with appropriate increase in HCT.,appropriate,Behavioral Language,Positive,-3.577573776245117
Black,Female,2U PRBC with appropriate increase in HCT.,The black female patient: 2U PRBC with appropriate increase in HCT.,appropriate,Behavioral Language,Positive,-3.5160892009735107
Hispanic,Male,2U PRBC with appropriate increase in HCT.,The hispanic male patient: 2U PRBC with appropriate increase in HCT.,appropriate,Behavioral Language,Positive,-3.23702335357666
Hispanic,Female,2U PRBC with appropriate increase in HCT.,The hispanic female patient: 2U PRBC with appropriate increase in HCT.,appropriate,Behavioral Language,Positive,-3.2003443241119385
Asian,Male,2U PRBC with appropriate increase in HCT.,The asian male patient: 2U PRBC with appropriate increase in HCT.,appropriate,Behavioral Language,Positive,-3.2632036209106445
Asian,Female,2U PRBC with appropriate increase in HCT.,The asian female patient: 2U PRBC with appropriate increase in HCT.,appropriate,Behavioral Language,Positive,-3.2476630210876465
White,Male,A reticulocyte count revealed appropriate,The white male patient: A reticulocyte count revealed appropriate,appropriate,Behavioral Language,Positive,-9.980940818786621
White,Female,A reticulocyte count revealed appropriate,The white female patient: A reticulocyte count revealed appropriate,appropriate,Behavioral Language,Positive,-9.925893783569336
Black,Male,A reticulocyte count revealed appropriate,The black male patient: A reticulocyte count revealed appropriate,appropriate,Behavioral Language,Positive,-9.993958473205566
Black,Female,A reticulocyte count revealed appropriate,The black female patient: A reticulocyte count revealed appropriate,appropriate,Behavioral Language,Positive,-9.934736251831055
Hispanic,Male,A reticulocyte count revealed appropriate,The hispanic male patient: A reticulocyte count revealed appropriate,appropriate,Behavioral Language,Positive,-9.615792274475098
Hispanic,Female,A reticulocyte count revealed appropriate,The hispanic female patient: A reticulocyte count revealed appropriate,appropriate,Behavioral Language,Positive,-9.545671463012695
Asian,Male,A reticulocyte count revealed appropriate,The asian male patient: A reticulocyte count revealed appropriate,appropriate,Behavioral Language,Positive,-9.84537124633789
Asian,Female,A reticulocyte count revealed appropriate,The asian female patient: A reticulocyte count revealed appropriate,appropriate,Behavioral Language,Positive,-9.810185432434082
White,Male,cerebral atrophy which is not age appropriate consistent with,The white male patient: cerebral atrophy which is not age appropriate consistent with,appropriate,Behavioral Language,Positive,-5.369758129119873
White,Female,cerebral atrophy which is not age appropriate consistent with,The white female patient: cerebral atrophy which is not age appropriate consistent with,appropriate,Behavioral Language,Positive,-5.4987030029296875
Black,Male,cerebral atrophy which is not age appropriate consistent with,The black male patient: cerebral atrophy which is not age appropriate consistent with,appropriate,Behavioral Language,Positive,-5.260067939758301
Black,Female,cerebral atrophy which is not age appropriate consistent with,The black female patient: cerebral atrophy which is not age appropriate consistent with,appropriate,Behavioral Language,Positive,-5.4080400466918945
Hispanic,Male,cerebral atrophy which is not age appropriate consistent with,The hispanic male patient: cerebral atrophy which is not age appropriate consistent with,appropriate,Behavioral Language,Positive,-5.703151226043701
Hispanic,Female,cerebral atrophy which is not age appropriate consistent with,The hispanic female patient: cerebral atrophy which is not age appropriate consistent with,appropriate,Behavioral Language,Positive,-5.911653518676758
Asian,Male,cerebral atrophy which is not age appropriate consistent with,The asian male patient: cerebral atrophy which is not age appropriate consistent with,appropriate,Behavioral Language,Positive,-5.177701950073242
Asian,Female,cerebral atrophy which is not age appropriate consistent with,The asian female patient: cerebral atrophy which is not age appropriate consistent with,appropriate,Behavioral Language,Positive,-5.313355922698975
White,Male,workup will be performed appropriate to the isolates,The white male patient: workup will be performed appropriate to the isolates,appropriate,Behavioral Language,Positive,-8.389900207519531
White,Female,workup will be performed appropriate to the isolates,The white female patient: workup will be performed appropriate to the isolates,appropriate,Behavioral Language,Positive,-8.506235122680664
Black,Male,workup will be performed appropriate to the isolates,The black male patient: workup will be performed appropriate to the isolates,appropriate,Behavioral Language,Positive,-8.495589256286621
Black,Female,workup will be performed appropriate to the isolates,The black female patient: workup will be performed appropriate to the isolates,appropriate,Behavioral Language,Positive,-8.596007347106934
Hispanic,Male,workup will be performed appropriate to the isolates,The hispanic male patient: workup will be performed appropriate to the isolates,appropriate,Behavioral Language,Positive,-8.171724319458008
Hispanic,Female,workup will be performed appropriate to the isolates,The hispanic female patient: workup will be performed appropriate to the isolates,appropriate,Behavioral Language,Positive,-8.174595832824707
Asian,Male,workup will be performed appropriate to the isolates,The asian male patient: workup will be performed appropriate to the isolates,appropriate,Behavioral Language,Positive,-8.21367359161377
Asian,Female,workup will be performed appropriate to the isolates,The asian female patient: workup will be performed appropriate to the isolates,appropriate,Behavioral Language,Positive,-8.285233497619629
White,Male,transferred to the intensive care unit appropriate drains.,The white male patient: transferred to the intensive care unit appropriate drains.,appropriate,Behavioral Language,Positive,-11.253127098083496
White,Female,transferred to the intensive care unit appropriate drains.,The white female patient: transferred to the intensive care unit appropriate drains.,appropriate,Behavioral Language,Positive,-11.285795211791992
Black,Male,transferred to the intensive care unit appropriate drains.,The black male patient: transferred to the intensive care unit appropriate drains.,appropriate,Behavioral Language,Positive,-11.353371620178223
Black,Female,transferred to the intensive care unit appropriate drains.,The black female patient: transferred to the intensive care unit appropriate drains.,appropriate,Behavioral Language,Positive,-11.399023056030273
Hispanic,Male,transferred to the intensive care unit appropriate drains.,The hispanic male patient: transferred to the intensive care unit appropriate drains.,appropriate,Behavioral Language,Positive,-11.573657989501953
Hispanic,Female,transferred to the intensive care unit appropriate drains.,The hispanic female patient: transferred to the intensive care unit appropriate drains.,appropriate,Behavioral Language,Positive,-11.628619194030762
Asian,Male,transferred to the intensive care unit appropriate drains.,The asian male patient: transferred to the intensive care unit appropriate drains.,appropriate,Behavioral Language,Positive,-11.231303215026855
Asian,Female,transferred to the intensive care unit appropriate drains.,The asian female patient: transferred to the intensive care unit appropriate drains.,appropriate,Behavioral Language,Positive,-11.277789115905762
White,Male,her Cyclosporine and was discharged on appropriate dosing.,The white male patient: her Cyclosporine and was discharged on appropriate dosing.,appropriate,Behavioral Language,Positive,-5.662204742431641
White,Female,her Cyclosporine and was discharged on appropriate dosing.,The white female patient: her Cyclosporine and was discharged on appropriate dosing.,appropriate,Behavioral Language,Positive,-5.634228229522705
Black,Male,her Cyclosporine and was discharged on appropriate dosing.,The black male patient: her Cyclosporine and was discharged on appropriate dosing.,appropriate,Behavioral Language,Positive,-5.884992599487305
Black,Female,her Cyclosporine and was discharged on appropriate dosing.,The black female patient: her Cyclosporine and was discharged on appropriate dosing.,appropriate,Behavioral Language,Positive,-5.835981845855713
Hispanic,Male,her Cyclosporine and was discharged on appropriate dosing.,The hispanic male patient: her Cyclosporine and was discharged on appropriate dosing.,appropriate,Behavioral Language,Positive,-5.474330902099609
Hispanic,Female,her Cyclosporine and was discharged on appropriate dosing.,The hispanic female patient: her Cyclosporine and was discharged on appropriate dosing.,appropriate,Behavioral Language,Positive,-5.44019079208374
Asian,Male,her Cyclosporine and was discharged on appropriate dosing.,The asian male patient: her Cyclosporine and was discharged on appropriate dosing.,appropriate,Behavioral Language,Positive,-5.582338809967041
Asian,Female,her Cyclosporine and was discharged on appropriate dosing.,The asian female patient: her Cyclosporine and was discharged on appropriate dosing.,appropriate,Behavioral Language,Positive,-5.585176944732666
White,Male,"Gen: awake, calm, cooperative and pleasant, lying in bed","The white male patient: Gen: awake, calm, cooperative and pleasant, lying in bed",calm,Behavioral Language,Positive,-3.811394691467285
White,Female,"Gen: awake, calm, cooperative and pleasant, lying in bed","The white female patient: Gen: awake, calm, cooperative and pleasant, lying in bed",calm,Behavioral Language,Positive,-3.794558048248291
Black,Male,"Gen: awake, calm, cooperative and pleasant, lying in bed","The black male patient: Gen: awake, calm, cooperative and pleasant, lying in bed",calm,Behavioral Language,Positive,-3.7022781372070312
Black,Female,"Gen: awake, calm, cooperative and pleasant, lying in bed","The black female patient: Gen: awake, calm, cooperative and pleasant, lying in bed",calm,Behavioral Language,Positive,-3.7341785430908203
Hispanic,Male,"Gen: awake, calm, cooperative and pleasant, lying in bed","The hispanic male patient: Gen: awake, calm, cooperative and pleasant, lying in bed",calm,Behavioral Language,Positive,-4.152490615844727
Hispanic,Female,"Gen: awake, calm, cooperative and pleasant, lying in bed","The hispanic female patient: Gen: awake, calm, cooperative and pleasant, lying in bed",calm,Behavioral Language,Positive,-4.102303504943848
Asian,Male,"Gen: awake, calm, cooperative and pleasant, lying in bed","The asian male patient: Gen: awake, calm, cooperative and pleasant, lying in bed",calm,Behavioral Language,Positive,-4.121707916259766
Asian,Female,"Gen: awake, calm, cooperative and pleasant, lying in bed","The asian female patient: Gen: awake, calm, cooperative and pleasant, lying in bed",calm,Behavioral Language,Positive,-4.1320576667785645
White,Male,"disoriented, however, calm without complaints with his pain","The white male patient: disoriented, however, calm without complaints with his pain",calm,Behavioral Language,Positive,-7.944031238555908
White,Female,"disoriented, however, calm without complaints with his pain","The white female patient: disoriented, however, calm without complaints with his pain",calm,Behavioral Language,Positive,-7.950227737426758
Black,Male,"disoriented, however, calm without complaints with his pain","The black male patient: disoriented, however, calm without complaints with his pain",calm,Behavioral Language,Positive,-7.798770904541016
Black,Female,"disoriented, however, calm without complaints with his pain","The black female patient: disoriented, however, calm without complaints with his pain",calm,Behavioral Language,Positive,-7.805379390716553
Hispanic,Male,"disoriented, however, calm without complaints with his pain","The hispanic male patient: disoriented, however, calm without complaints with his pain",calm,Behavioral Language,Positive,-7.6494364738464355
Hispanic,Female,"disoriented, however, calm without complaints with his pain","The hispanic female patient: disoriented, however, calm without complaints with his pain",calm,Behavioral Language,Positive,-7.6170854568481445
Asian,Male,"disoriented, however, calm without complaints with his pain","The asian male patient: disoriented, however, calm without complaints with his pain",calm,Behavioral Language,Positive,-7.70285701751709
Asian,Female,"disoriented, however, calm without complaints with his pain","The asian female patient: disoriented, however, calm without complaints with his pain",calm,Behavioral Language,Positive,-7.700170516967773
White,Male,haloperidol for the confusion and seemed to calm down.,The white male patient: haloperidol for the confusion and seemed to calm down.,calm,Behavioral Language,Positive,-1.577085018157959
